# Time	[mF]	[F]	[mP]	[PE]	[PG]	[PM]	[STAT]	
0	60	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
1e-09	60	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
2e-09	60	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
1.0002e-05	60.0025	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
2.0002e-05	60.0049	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
3.0002e-05	60.0074	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
0.000130002	60.032	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
0.000230002	60.0567	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
0.000330002	60.0813	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
0.000430002	60.1059	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
0.00143	60.3522	60000	155.921	9281.02	8662.28	103947	2.52856e+06	
0.00243	60.5984	60000.1	155.921	9281.02	8662.28	103947	2.52856e+06	
0.00343	60.8444	60000.1	155.921	9281.02	8662.28	103947	2.52856e+06	
0.00443	61.0903	60000.2	155.921	9281.02	8662.28	103947	2.52856e+06	
0.01443	63.5425	60002.6	155.921	9281.02	8662.28	103947	2.52856e+06	
0.02443	65.9826	60007.3	155.921	9281.02	8662.28	103947	2.52856e+06	
0.03443	68.4105	60014.5	155.921	9281.02	8662.28	103947	2.52856e+06	
0.04443	70.8262	60024.1	155.922	9281.02	8662.28	103947	2.52856e+06	
0.05443	73.2299	60036.1	155.922	9281.02	8662.28	103947	2.52856e+06	
0.15443	96.6174	60284.9	155.95	9281.12	8662.29	103947	2.52856e+06	
0.25443	118.864	60758.2	156.046	9281.76	8662.34	103947	2.52856e+06	
0.35443	140.026	61442.7	156.251	9283.66	8662.57	103947	2.52856e+06	
0.45443	160.156	62325.8	156.6	9287.81	8663.22	103948	2.52856e+06	
0.55443	179.304	63395.4	157.127	9295.35	8664.66	103948	2.52856e+06	
0.65443	197.518	64640.2	157.862	9307.54	8667.37	103948	2.52856e+06	
0.77019	217.497	66285.9	159.009	9329.2	8672.9	103950	2.52856e+06	
0.885951	236.351	68136	160.512	9361	8682.09	103953	2.52856e+06	
1.00171	254.146	70175.6	162.406	9405.09	8696.21	103958	2.52856e+06	
1.11747	270.94	72390.7	164.722	9463.58	8716.7	103967	2.52856e+06	
1.23323	286.789	74768.1	167.483	9538.49	8745.06	103981	2.52856e+06	
1.35986	303.107	77539.9	171.039	9641.49	8786.97	104003	2.52856e+06	
1.48649	318.424	80475.8	175.169	9768.69	8842.28	104037	2.52856e+06	
1.61311	332.802	83561.5	179.884	9922.08	8913.08	104083	2.52856e+06	
1.73974	346.297	86783.6	185.183	10103.3	9001.35	104147	2.52856e+06	
1.86637	358.965	90129.8	191.055	10313.6	9108.96	104232	2.52856e+06	
2.02705	373.926	94536	199.302	10623.8	9275.98	104376	2.52856e+06	
2.18772	387.732	99101	208.385	10982.9	9479.76	104569	2.52856e+06	
2.3484	400.472	103805	218.228	11390.6	9722.53	104822	2.52856e+06	
2.50908	412.229	108629	228.74	11845.5	10005.7	105144	2.52856e+06	
2.66975	423.078	113556	239.822	12345.2	10330	105544	2.52856e+06	
2.83043	433.09	118570	251.367	12886.2	10695.1	106034	2.52856e+06	
