# Time	[mF]	[F]	[mP]	[PE]	[PG]	[PM]	[STAT]	
3.00416	443.047	124074	264.249	13513.1	11134.6	106675	2.52856e+06	
3.17789	452.176	129648	277.416	14177.7	11618.3	107442	2.52856e+06	
3.35161	460.545	135276	290.742	14874	12143	108345	2.52856e+06	
3.52534	468.218	140945	304.113	15595.2	12704.7	109392	2.52856e+06	
3.69907	475.253	146644	317.426	16335.1	13299	110591	2.52856e+06	
3.87279	481.702	152360	330.59	17087.1	13920.8	111947	2.52856e+06	
4.04652	487.615	158084	343.528	17845.5	14565.1	113464	2.52856e+06	
4.22025	493.036	163806	356.177	18604.6	15226.6	115144	2.52856e+06	
4.39398	498.006	169520	368.484	19359.5	15900.3	116986	2.52856e+06	
4.58806	503.071	175884	381.778	20192.4	16661.3	119235	2.52856e+06	
4.78214	507.667	182218	394.553	21009.3	17424.9	121683	2.52856e+06	
4.97622	511.838	188514	406.779	21805.7	18185.3	124323	2.52856e+06	
5.1703	515.624	194766	418.437	22578.1	18937.2	127148	2.52856e+06	
5.36438	519.059	200966	429.521	23323.6	19676.1	130148	2.52856e+06	
5.55846	522.177	207111	440.029	24040.3	20398.1	133314	2.52856e+06	
5.84432	526.252	216049	454.473	25040.3	21424.3	138254	2.52856e+06	
6.13019	529.784	224842	467.72	25972	22399.2	143492	2.52856e+06	
6.41605	532.845	233480	479.824	26835	23317.8	148986	2.52856e+06	
6.70191	535.499	241955	490.851	27630.4	24177.1	154698	2.52856e+06	
6.98777	537.799	250261	500.871	28360.2	24975.9	160588	2.52856e+06	
7.27363	539.793	258393	509.955	29027.6	25714.5	166617	2.52856e+06	
7.42446	540.736	262613	514.396	29355.7	26080.5	169842	2.52856e+06	
7.57529	541.61	266783	518.608	29667.9	26430.4	173091	2.52856e+06	
7.72612	542.421	270903	522.601	29964.8	26764.6	176360	2.52856e+06	
7.87695	543.173	274973	526.385	30247	27083.5	179643	2.52856e+06	
8.02778	543.87	278994	529.97	30515.1	27387.6	182936	2.52856e+06	
8.23588	544.75	284458	534.607	30862.8	27783.6	187488	2.52856e+06	
8.44399	545.542	289827	538.907	31186.2	28153.4	192042	2.52856e+06	
8.65209	546.257	295101	542.894	31486.7	28498.5	196588	2.52856e+06	
8.8602	546.9	300281	546.589	31765.9	28820	201117	2.52856e+06	
9.17978	547.767	308052	551.743	32156.1	29271	208021	2.52856e+06	
9.49937	548.506	315604	556.325	32503.8	29674.4	214841	2.52856e+06	
9.81895	549.136	322939	560.4	32813.4	30034.6	221556	2.52856e+06	
10.1385	549.673	330063	564.022	33088.9	30355.9	228149	2.52856e+06	
10.4581	550.131	336978	567.244	33334.1	30642.3	234603	2.52856e+06	
10.7344	550.471	342792	569.741	33524.1	30864.5	240063	2.52856e+06	
11.0108	550.768	348456	571.999	33695.9	31065.5	245404	2.52856e+06	
11.2871	551.026	353974	574.041	33851.2	31247.2	250621	2.52856e+06	
11.5635	551.252	359348	575.889	33991.6	31411.5	255711	2.52856e+06	
11.932	551.507	366296	578.084	34158.2	31606.4	262295	2.52856e+06	
12.3005	551.72	373002	580.01	34304.1	31776.9	268644	2.52856e+06	
12.6691	551.897	379472	581.7	34431.9	31926.1	274753	2.52856e+06	
13.0376	552.044	385714	583.187	34544	32056.8	280625	2.52856e+06	
13.4062	552.166	391734	584.496	34642.4	32171.3	286259	2.52856e+06	
13.7747	552.268	397541	585.652	34729.1	32271.9	291660	2.52856e+06	
14.1433	552.353	403141	586.673	34805.3	32360.2	296831	2.52856e+06	
14.5118	552.423	408542	587.577	34872.7	32437.9	301777	2.52856e+06	
14.7791	552.467	412338	588.168	34916.6	32488.5	305228	2.52856e+06	
15.0465	552.505	416035	588.711	34956.7	32534.6	308566	2.52856e+06	
15.3138	552.538	419635	589.21	34993.6	32576.8	311793	2.52856e+06	
15.5812	552.567	423142	589.67	35027.3	32615.4	314913	2.52856e+06	
15.7791	552.586	425679	589.986	35050.6	32641.9	317155	2.52856e+06	
15.977	552.604	428166	590.284	35072.4	32666.7	319340	2.52856e+06	
16.1749	552.62	430605	590.565	35092.9	32690	321470	2.52856e+06	
16.6064	552.649	435758	591.123	35133.5	32736	325925	2.52856e+06	
17.0379	552.673	440695	591.616	35169.1	32776.1	330134	2.52856e+06	
17.4694	552.692	445424	592.053	35200.5	32811.4	334107	2.52856e+06	
17.9009	552.707	449954	592.44	35228.3	32842.3	337856	2.52856e+06	
18.5667	552.725	456574	592.959	35265.1	32883.2	343228	2.52856e+06	
19.2326	552.738	462769	593.396	35296	32917.1	348131	2.52856e+06	
19.8985	552.748	468565	593.769	35322	32945.5	352604	2.52856e+06	
20.5644	552.754	473988	594.088	35344.1	32969.4	356681	2.52856e+06	
21.2303	552.759	479062	594.363	35363.1	32989.8	360396	2.52856e+06	
21.4996	552.76	481021	594.464	35369.9	32997.2	361802	2.52856e+06	
21.769	552.762	482927	594.559	35376.5	33004.1	363157	2.52856e+06	
22.0383	552.763	484783	594.649	35382.6	33010.7	364461	2.52856e+06	
22.3076	552.764	486590	594.735	35388.4	33016.8	365716	2.52856e+06	
22.5402	552.765	488111	594.805	35393.2	33021.9	366762	2.52856e+06	
22.7727	552.765	489597	594.872	35397.7	33026.7	367775	2.52856e+06	
23.0053	552.766	491049	594.937	35402.1	33031.2	368754	2.52856e+06	
23.6902	552.768	495135	595.111	35413.7	33043.5	371458	2.52856e+06	
24.3752	552.769	498950	595.265	35424	33054.3	373912	2.52856e+06	
25.0602	552.769	502513	595.401	35433.1	33063.7	376138	2.52856e+06	
25.7452	552.77	505841	595.523	35441.2	33072.1	378157	2.52856e+06	
26.9133	552.77	511015	595.703	35453	33084.2	381177	2.52856e+06	
27.2054	552.77	512216	595.743	35455.7	33086.9	381856	2.52856e+06	
27.4974	552.771	513384	595.781	35458.2	33089.5	382508	2.52856e+06	
27.7895	552.771	514517	595.818	35460.6	33092	383133	2.52856e+06	
28.0815	552.771	515618	595.853	35462.9	33094.3	383732	2.52856e+06	
28.3735	552.771	516688	595.887	35465.1	33096.6	384307	2.52856e+06	
28.6384	552.771	517631	595.916	35467	33098.5	384808	2.52856e+06	
28.9033	552.771	518549	595.945	35468.8	33100.4	385290	2.52856e+06	
29.1681	552.771	519444	595.972	35470.6	33102.2	385755	2.52856e+06	
29.433	552.771	520315	595.998	35472.3	33103.9	386202	2.52856e+06	
29.7213	552.771	521237	596.026	35474.1	33105.7	386670	2.52856e+06	
30.0095	552.771	522133	596.053	35475.8	33107.5	387119	2.52856e+06	
30.2978	552.771	523004	596.078	35477.5	33109.2	387550	2.52856e+06	
31.159	552.771	525460	596.149	35482.1	33113.8	388736	2.52856e+06	
32.0202	552.771	527713	596.212	35486.1	33117.9	389785	2.52856e+06	
32.8814	552.771	529781	596.268	35489.8	33121.6	390712	2.52856e+06	
33.7426	552.771	531678	596.319	35493	33124.8	391532	2.52856e+06	
34.8431	552.771	533876	596.377	35496.7	33128.5	392443	2.52856e+06	
35.9436	552.771	535845	596.427	35500	33131.8	393222	2.52856e+06	
36.2187	552.771	536304	596.439	35500.7	33132.5	393399	2.52856e+06	
36.4938	552.771	536751	596.45	35501.4	33133.2	393568	2.52856e+06	
36.7689	552.771	537186	596.461	35502.1	33133.9	393731	2.52856e+06	
37.0441	552.771	537609	596.471	35502.8	33134.6	393888	2.52856e+06	
37.3183	552.771	538019	596.482	35503.5	33135.3	394039	2.52856e+06	
37.5925	552.771	538418	596.491	35504.1	33135.9	394183	2.52856e+06	
37.8668	552.771	538806	596.501	35504.7	33136.5	394322	2.52856e+06	
38.3785	552.771	539503	596.518	35505.8	33137.6	394568	2.52856e+06	
38.8902	552.771	540165	596.534	35506.8	33138.6	394796	2.52856e+06	
39.402	552.771	540794	596.549	35507.8	33139.6	395009	2.52856e+06	
40.5738	552.771	542118	596.581	35509.8	33141.6	395440	2.52856e+06	
41.7455	552.771	543296	596.609	35511.6	33143.4	395806	2.52856e+06	
42.9173	552.771	544344	596.634	35513.2	33144.9	396116	2.52856e+06	
43.2102	552.771	544587	596.639	35513.5	33145.3	396186	2.52856e+06	
43.5032	552.771	544823	596.645	35513.9	33145.6	396253	2.52856e+06	
43.7961	552.771	545053	596.65	35514.2	33146	396317	2.52856e+06	
44.0891	552.771	545275	596.655	35514.5	33146.3	396379	2.52856e+06	
44.3611	552.771	545477	596.66	35514.8	33146.6	396434	2.52856e+06	
44.633	552.771	545672	596.664	35515.1	33146.9	396487	2.52856e+06	
44.905	552.771	545863	596.669	35515.4	33147.1	396538	2.52856e+06	
45.3776	552.771	546182	596.676	35515.9	33147.6	396623	2.52856e+06	
45.8502	552.771	546486	596.683	35516.3	33148	396701	2.52856e+06	
46.3228	552.771	546776	596.689	35516.7	33148.5	396775	2.52856e+06	
47.8234	552.771	547611	596.708	35517.9	33149.6	396979	2.52856e+06	
49.3239	552.771	548330	596.724	35518.9	33150.7	397145	2.52856e+06	
50	552.771	548620	596.731	35519.3	33151.1	397209	2.52856e+06	
