# Values[S].InitialValue	[Z]	[mu2]	[mZ]	
214752	85015.6	9268.21	411.03	
209328	71961.3	10095.8	381.417	
208894	71003	10162.9	379.052	
212379	79007.8	9630.24	397.967	
202323	57227.6	11248.6	341.316	
207398	67767	10396.9	370.84	
210799	75281.7	9870.45	389.394	
205862	64526.7	10643.5	362.246	
214392	84066.7	9323.46	409.025	
200670	53814.8	11557.9	330.661	
207650	68306.2	10357.1	372.234	
201245	55007.3	11447.8	334.454	
203539	59725.3	11033.3	348.745	
214180	83513.7	9355.98	407.847	
211972	78031.7	9691.94	395.758	
200827	54142.4	11527.4	331.71	
212998	80523.4	9536.09	401.348	
213888	82760.2	9400.68	406.23	
212050	78218	9680.1	396.182	
212919	80326.1	9548.24	400.911	
202870	58350.9	11150.6	344.694	
209260	71809.2	10106.3	381.044	
214252	83699.8	9345.01	408.244	
208033	69129.5	10297	374.341	
203111	58845.7	11108.1	346.162	
206682	66248	10510.9	366.86	
201463	55458.5	11406.7	335.869	
204210	61104	10918.2	352.722	
202643	57885.5	11191	343.302	
202068	56704.5	11294.9	339.722	
204599	61906.5	10852.4	354.998	
208189	69466.7	10272.5	375.198	
211314	76478.2	9791.92	392.189	
206484	65830.6	10542.7	365.751	
208705	70589	10192.2	378.021	
201510	55555.8	11397.9	336.173	
213934	82879.6	9393.57	406.487	
210364	74288.1	9936.72	387.042	
206797	66490.2	10492.6	367.5	
206617	66110.3	10521.4	366.495	
204232	61149.3	10914.4	352.851	
205348	63455.3	10727.8	359.316	
203043	58706.9	11120	345.751	
212504	79312.2	9611.17	398.651	
209395	72108.4	10085.5	381.778	
209367	72048.1	10089.7	381.63	
213807	82555.2	9412.92	405.788	
214117	83351.1	9365.59	407.499	
212339	78912.6	9636.22	397.753	
211210	76235	9807.78	391.624	
213905	82805.3	9397.99	406.327	
204544	61791.4	10861.8	354.673	
213832	82617.7	9409.18	405.923	
209759	72922.3	10029.4	383.761	
200936	54367.8	11506.5	332.429	
208030	69121.8	10297.5	374.321	
212492	79281.4	9613.1	398.582	
204659	62029.9	10842.3	355.346	
211304	76453.6	9793.52	392.132	
203388	59414.5	11059.6	347.836	
213252	81154.1	9497.49	402.737	
208715	70610	10190.7	378.073	
212630	79617.4	9592.14	399.334	
214027	83119.6	9379.3	407.003	
211141	76073.7	9818.32	391.249	
202845	58299.5	11155.1	344.54	
201833	56221.7	11337.9	338.239	
208586	70329.8	10210.6	377.373	
211376	76622	9782.57	392.522	
209109	71475.5	10129.7	380.222	
213005	80540	9535.07	401.384	
211480	76865	9766.82	393.084	
204371	61434.4	10891	353.663	
212689	79761.3	9583.19	399.655	
211456	76808.7	9770.46	392.954	
209872	73174.7	10012.1	384.371	
214191	83543.2	9354.24	407.91	
213194	81009.7	9506.3	402.42	
208074	69218.5	10290.5	374.568	
207864	68765.5	10323.5	373.412	
204731	62178.5	10830.3	355.764	
200826	54140.6	11527.6	331.705	
213379	81471.5	9478.19	403.432	
212840	80133.8	9560.11	400.484	
211409	76699.3	9777.55	392.701	
203489	59622.5	11042	348.445	
202798	58204.2	11163.3	344.256	
211578	77097.8	9751.78	393.621	
202647	57893.2	11190.3	343.325	
202634	57866.3	11192.7	343.244	
213007	80545.3	9534.75	401.396	
201526	55589.2	11394.8	336.277	
