# Time	[Z]	[mu2]	[mZ]	
0	563720	1714.12	827.546	
1e-09	563720	1714.12	827.546	
2e-09	563720	1714.12	827.546	
1.0002e-05	563720	1714.12	827.546	
2.0002e-05	563720	1714.12	827.547	
3.0002e-05	563720	1714.12	827.547	
0.000130002	563720	1714.12	827.549	
0.000230002	563720	1714.12	827.552	
0.000330002	563720	1714.12	827.555	
0.00133	563720	1714.11	827.581	
0.00233	563720	1714.1	827.607	
0.00333	563720	1714.09	827.633	
0.00433	563720	1714.08	827.66	
0.01433	563720	1713.98	827.921	
0.02433	563721	1713.88	828.181	
0.03433	563721	1713.78	828.439	
0.04433	563722	1713.67	828.696	
0.05433	563723	1713.57	828.951	
0.15433	563742	1712.56	831.427	
0.25433	563779	1711.53	833.766	
0.35433	563831	1710.5	835.978	
0.45433	563900	1709.46	838.069	
0.55433	563982	1708.42	840.046	
0.65433	564078	1707.37	841.916	
1.11455	564671	1702.5	849.31	
1.57476	565465	1697.6	855.075	
2.03498	566407	1692.7	859.601	
2.4952	567458	1687.84	863.185	
2.95541	568587	1683.05	866.052	
3.41563	569772	1678.32	868.371	
3.96901	571245	1672.75	870.614	
4.5224	572751	1667.31	872.417	
5.07578	574272	1662.01	873.897	
5.62917	575797	1656.85	875.141	
6.18255	577318	1651.83	876.209	
6.73594	578827	1646.96	877.147	
7.28932	580322	1642.22	877.986	
7.84271	581797	1637.62	878.748	
8.39609	583252	1633.15	879.451	
9.13376	585156	1627.39	880.317	
9.87142	587017	1621.85	881.118	
10.6091	588833	1616.52	881.869	
11.3468	590605	1611.4	882.578	
12.0844	592331	1606.47	883.252	
12.981	594367	1600.74	884.029	
13.8775	596337	1595.27	884.765	
14.774	598240	1590.04	885.465	
15.6705	600078	1585.06	886.131	
16.5871	601891	1580.2	886.78	
17.5037	603639	1575.57	887.397	
18.4202	605322	1571.15	887.985	
19.3368	606944	1566.94	888.546	
20.478	608878	1561.97	889.208	
21.6192	610720	1557.28	889.831	
22.7604	612475	1552.86	890.419	
23.9016	614146	1548.7	890.973	
26.9234	618186	1538.78	892.291	
29.9452	621715	1530.3	893.419	
32.967	624790	1523.03	894.384	
35.9888	627463	1516.81	895.209	
39.0106	629781	1511.49	895.916	
42.0034	631771	1506.97	896.516	
44.9961	633495	1503.1	897.03	
47.9889	634986	1499.78	897.471	
50.9816	636274	1496.93	897.849	
53.9744	637386	1494.49	898.174	
57.316	638448	1492.17	898.482	
60.6576	639348	1490.21	898.741	
63.9992	640110	1488.56	898.959	
67.3408	640754	1487.17	899.143	
70.6824	641299	1486	899.299	
74.5806	641829	1484.87	899.449	
78.4788	642264	1483.94	899.572	
82.377	642622	1483.18	899.673	
86.2751	642915	1482.55	899.756	
90.1733	643156	1482.04	899.824	
94.8325	643388	1481.55	899.889	
99.4916	643571	1481.16	899.94	
104.151	643715	1480.86	899.981	
108.81	643829	1480.61	900.013	
113.469	643919	1480.43	900.038	
119.249	644004	1480.24	900.062	
125.028	644068	1480.11	900.08	
130.808	644115	1480.01	900.093	
136.587	644150	1479.94	900.103	
142.367	644177	1479.88	900.11	
149.843	644201	1479.83	900.117	
157.319	644217	1479.79	900.122	
164.795	644229	1479.77	900.125	
172.271	644236	1479.75	900.127	
179.748	644242	1479.74	900.128	
190.195	644246	1479.73	900.13	
200.643	644249	1479.73	900.13	
211.091	644251	1479.72	900.131	
221.538	644252	1479.72	900.131	
231.986	644252	1479.72	900.131	
248.698	644252	1479.72	900.131	
265.411	644253	1479.72	900.131	
282.123	644253	1479.72	900.131	
298.836	644253	1479.72	900.131	
315.548	644253	1479.72	900.131	
365.354	644253	1479.72	900.131	
415.16	644253	1479.72	900.131	
464.966	644253	1479.72	900.131	
500	644253	1479.72	900.131	
